Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18663975,"Neptune's Brood (Freyaverse, #2)",Charles Stross,"Stross, Charles",,"=""1101624531""","=""9781101624531""",5,3.85,Ace / Penguin Books,Kindle Edition,337,2013,2013,2014/09/09,2014/08/13,,,read,,,,1,0
21418013,"Lock In (Lock In, #1)",John Scalzi,"Scalzi, John",,"=""0765375869""","=""9780765375865""",4,3.91,Tor Books,Hardcover,336,2014,2014,2014/08/30,2014/08/26,,,read,,,,1,0
12319459,"Shōgun, Volume 2",James Clavell,"Clavell, James",,"=""""","=""""",5,4.61,Atheneum,Hardcover,567,1975,1975,,2014/08/26,,,read,,,,1,0
12319445,"Shōgun, Volume 1",James Clavell,"Clavell, James",,"=""""","=""""",0,4.53,Atheneum,Hardcover,533,1975,1975,,2014/08/26,,,read,,,,1,0
19396486,"Satisfaction: Sensation Seeking, Novelty, and the Science of Finding True Fulfillment",Gregory Berns,"Berns, Gregory",,"=""""","=""""",5,3.61,Henry Holt and Co.,Kindle Edition,305,2010,2005,2014/08/21,2014/07/25,,,read,,,,1,0
18106542,The Butcher of Khardov,Dan Wells,"Wells, Dan",,"=""1939480329""","=""9781939480323""",4,3.49,Skull Island eXpeditions; First edition ,Kindle Edition,105,2013,2013,2014/08/13,2014/08/12,,,read,,,,1,0
17226463,The Interestings,Meg Wolitzer,"Wolitzer, Meg",,"=""1101602031""","=""9781101602034""",0,3.60,Amazon Digital Services,Kindle Edition,480,2013,2013,,2014/08/12,currently-reading,currently-reading (#14),currently-reading,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.42,Ballantine Books,Hardcover,384,2014,2011,2014/08/10,2014/08/09,,,read,,,,1,0
45248,Misspent Youth (Commonwealth Universe #0.5),Peter F. Hamilton,"Hamilton, Peter F.",,"=""0330480227""","=""9780330480222""",0,3.38,Pan Macmillan,Paperback,439,2002,2002,,2014/08/06,to-read,to-read (#20),to-read,,,,0,0
18490707,"Earth Awakens (The First Formic War, #3)",Orson Scott Card,"Card, Orson Scott",Aaron Johnston,"=""0765329069""","=""9780765329066""",0,4.11,Tor Books,Hardcover,400,2014,2014,,2014/06/09,currently-reading,currently-reading (#13),currently-reading,,,,1,0
1059,Shibumi,Trevanian,"Trevanian, Trevanian",,"=""1400098033""","=""9781400098033""",5,4.18,Broadway Paperbacks,Paperback,472,2005,1979,2014/06/02,2014/05/27,,,read,,,,1,0
30893,"The Eiger Sanction (Jonathan Hemlock, #1)",Trevanian,"Trevanian, Trevanian",,"=""""","=""""",0,4.05,Crown,Paperback,336,2005,1972,,2014/05/27,to-read,to-read (#19),to-read,,,,0,0
8349198,Animal Farm,George Orwell,"Orwell, George",,"=""""","=""""",5,4.00,Houghton Mifflin Harcourt,ebook,154,2009,1945,2014/05/26,2014/05/26,,,read,,,,1,0
20604826,Flash Boys,Michael   Lewis,"Lewis, Michael",,"=""0393244660""","=""9780393244663""",3,4.14,W. W. Norton & Company,Hardcover,274,2014,2014,2014/05/23,2014/05/17,,,read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",4,4.39,Random House,Hardcover,475,2010,2010,2014/05/08,2014/04/20,,,read,,,,1,0
17934377,War! What Is It Good For?: Conflict and the Progress of Civilization from Primates to Robots,Ian Morris,"Morris, Ian",,"=""0374286000""","=""9780374286002""",0,3.94,"Farrar, Straus and Giroux",Hardcover,512,2014,2014,,2014/04/20,currently-reading,currently-reading (#12),currently-reading,,,,1,0
15802693,Who Owns the Future?,Jaron Lanier,"Lanier, Jaron",,"=""""","=""9781451654967""",0,3.77,Simon & Schuster,Hardcover,367,2013,2013,,2014/04/20,currently-reading,currently-reading (#11),currently-reading,,,,1,0
910863,"Spin (Spin, #1)",Robert Charles Wilson,"Wilson, Robert Charles",,"=""076534825X""","=""9780765348258""",5,4.04,Tor Science Fiction,Mass Market Paperback,458,2006,2005,2014/04/12,2014/03/30,,,read,,,,1,0
17910044,"Mentats of Dune (Schools of Dune, #2)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,"=""0765322749""","=""9780765322746""",0,3.96,Tor Books,Hardcover,445,2014,2014,,2014/03/11,to-read,to-read (#18),to-read,,,,0,0
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",5,3.87,Tor Books,ebook,320,2012,2012,,2014/03/05,,,read,,,,1,0
12998057,"Captain Vorpatril's Alliance (Vorkosigan Saga, #15)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""1451638450""","=""9781451638455""",5,4.20,Baen,Hardcover,426,2012,2012,,2014/03/05,,,read,,,,1,0
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,4.20,Broad Reach Publishing,Paperback,509,2012,2012,,2014/03/05,,,read,,,,1,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",5,3.97,DeBolsillo,Mass Market Paperback,158,2004,1953,2014/02/04,2011/12/28,,,read,,,,1,0
17286670,Scarcity: Why Having Too Little Means So Much,Sendhil Mullainathan,"Mullainathan, Sendhil",Eldar Shafir,"=""0805092641""","=""9780805092646""",0,3.94,Times Books,Hardcover,304,2013,2013,,2014/01/26,currently-reading,currently-reading (#10),currently-reading,,,,1,0
15798334,My Promised Land: The Triumph and Tragedy of Israel,Ari Shavit,"Shavit, Ari",,"=""0385521707""","=""9780385521703""",0,4.21,Random House,Hardcover,464,2013,2013,,2014/01/26,currently-reading,currently-reading (#9),currently-reading,,,,1,0
142239,Understanding Exposure: How to Shoot Great Photographs with a Film or Digital Camera,Bryan Peterson,"Peterson, Bryan",,"=""0817463003""","=""9780817463007""",0,4.32,Amphoto Books,Paperback,160,2004,1990,,2014/01/26,currently-reading,currently-reading (#8),currently-reading,,,,1,0
6320534,Under the Dome,Stephen        King,"King, Stephen",,"=""1439148503""","=""9781439148501""",0,3.93,Scribner,Hardcover,1074,2009,2009,,2014/01/07,to-read,to-read (#17),to-read,,,,0,0
11806716,"Blackout (Newsflesh, #3)",Mira Grant,"Grant, Mira",,"=""1841499005""","=""9781841499000""",4,4.08,Orbit ,Paperback,512,2012,2012,2014/01/07,2013/12/24,,,read,,,,1,0
385416,Faking It,William Ian Miller,"Miller, William Ian",,"=""0521613701""","=""9780521613705""",0,3.64,Cambridge University Press,Paperback,304,2005,2003,,2013/12/24,to-read,to-read (#16),to-read,,,,0,0
17333261,The Abominable,Dan Simmons,"Simmons, Dan",,"=""0316198838""","=""9780316198837""",0,3.62,"Little, Brown and Company",Hardcover,663,2013,2013,,2013/12/23,currently-reading,currently-reading (#7),currently-reading,,,,1,0
203409,Security Analysis: The Classic 1951 Edition,Benjamin Graham,"Graham, Benjamin",,"=""0071448209""","=""9780071448208""",4,4.30,McGraw Hill,Hardcover,784,2004,1934,,2013/12/22,,,read,,,,1,0
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""""","=""""",0,4.14,Voyager,Paperback,278,2003,1974,,2013/01/17,,,read,,,,1,0
13570764,Prepare to Die!,Paul Tobin,"Tobin, Paul",,"=""1597804207""","=""9781597804202""",0,3.92,Night Shade Books,Hardcover,350,2012,2012,2013/12/22,2013/12/16,,,read,,,,1,0
17286696,"Blockbusters: Hit-making, Risk-taking, and the Big Business of Entertainment",Anita Elberse,"Elberse, Anita",,"=""0805094334""","=""9780805094336""",0,3.75,Henry Holt and Co.,Hardcover,320,2013,2013,,2013/10/29,currently-reading,currently-reading (#6),currently-reading,,,,1,0
25698,An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,"Smith, Adam","George J. Stigler, Edwin Cannan","=""0226763749""","=""9780226763743""",0,3.88,University Of Chicago Press,Paperback,1076,1977,1776,,2013/11/22,currently-reading,currently-reading (#5),currently-reading,,,,1,0
18656827,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",Nick Bilton,"Bilton, Nick",,"=""1591846013""","=""9781591846017""",2,4.04,Portfolio Hardcover,Hardcover,299,2013,2013,2013/11/22,2013/11/14,,,read,,,,1,0
414999,Childhood’s End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",4,4.12,Del Rey Books,Mass Market Paperback,224,1987,1953,2013/11/14,2013/10/30,,,read,,,,1,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",5,4.34,Scribner,Hardcover,571,2010,2010,,2013/10/27,currently-reading,currently-reading (#4),currently-reading,,,,1,0
10790290,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""0316187747""","=""9780316187749""",0,4.23,Orbit,Paperback,691,2011,2011,,2013/06/14,to-read,to-read (#15),to-read,,,,0,0
16180363,"The Gentle Art of Cracking Heads (The Human Division, #12)",John Scalzi,"Scalzi, John",,"=""1466830611""","=""9781466830615""",0,4.15,Tor Books,ebook,29,2013,2013,,2013/04/10,to-read,to-read (#14),to-read,,,,0,0
15811496,Cooked: A Natural History of Transformation,Michael Pollan,"Pollan, Michael",,"=""1594204217""","=""9781594204210""",0,4.08,The Penguin Press HC,Hardcover,468,2013,2013,,2013/04/10,to-read,to-read (#13),to-read,,,,0,0
76811,Borders of Infinity (Vorkosigan Saga [Publication] #5.1-5.3),Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0671578294""","=""9780671578299""",4,4.25,Baen,Paperback,352,1999,1987,,2013/04/09,,,read,,,,1,0
61884,"Komarr (Vorkosigan Saga, #11)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0671578081""","=""9780671578084""",4,4.29,Baen,Mass Market Paperback,366,1999,1998,,2013/04/09,,,read,,,,1,0
61915,"Falling Free (Vorkosigan Saga, #4)",Lois McMaster Bujold,"Bujold, Lois McMaster","Suford Lewis, James A. McMaster","=""1886778531""","=""9781886778535""",4,3.84,Nesfa,Hardcover,288,2004,1988,,2013/04/09,,,read,,,,1,0
296182,"Brothers in Arms (Vorkosigan Saga, #5)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0671697994""","=""9780671697990""",4,4.20,Baen Books,Mass Market Paperback,338,2001,1989,,2013/04/09,,,read,,,,1,0
61899,"A Civil Campaign (Vorkosigan Saga, #12)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""""","=""""",4,4.41,Baen,Mass Market Paperback,534,2000,1999,,2013/04/09,,,read,,,,1,0
61880,"Memory (Vorkosigan Saga, #10)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""2290052302""","=""9782290052303""",5,4.43,J'ai lu,Mass Market Paperback,509,2005,1996,,2013/04/09,,,read,,,,1,0
68483,"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0671720147""","=""9780671720148""",4,4.27,Baen Books,Mass Market Paperback,346,2002,1990,,2013/04/09,,,read,,,,1,0
61903,"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0743468422""","=""9780743468428""",4,4.07,Earthlight,Paperback,253,2003,1986,,2013/04/09,,,read,,,,1,0
61906,"The Warrior's Apprentice (Vorkosigan Saga, #2)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0743468406""","=""9780743468404""",5,4.27,Earthlight ,Mass Market Paperback,372,2003,1986,,2013/04/09,,,read,,,,1,0
61905,"Barrayar (Vorkosigan Saga, #7)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0743468414""","=""9780743468411""",4,4.30,Gardners Books,Paperback,336,2003,1991,,2013/04/09,,,read,,,,1,0
61909,"Mirror Dance (Vorkosigan Saga, #8)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0671876465""","=""9780671876463""",5,4.32,Baen Books,Paperback,560,1995,1994,,2013/04/09,,,read,,,,1,0
10127019,The Lean Startup,Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",3,4.11,Best Business,Hardcover,299,2011,2011,,2013/04/09,,,read,,,,1,0
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",,"=""0385349947""","=""9780385349949""",0,3.95,Knopf,Hardcover,217,2013,2013,,2013/04/09,to-read,to-read (#12),to-read,,,,0,0
367215,Man Plus (Man Plus #1),Frederik Pohl,"Pohl, Frederik",,"=""1857989465""","=""9781857989465""",0,3.75,"Millennium Paperbacks, imprint of Gollancz",Paperback,215,2000,1976,,2013/01/17,to-read,to-read (#11),to-read,,,,0,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",4,4.02,Bantam Books,Paperback,438,2000,1992,,2012/01/29,,,read,,,,1,0
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""""","=""""",4,4.13,Dutton Books,Hardcover,313,2012,2012,,2013/01/17,,,read,,,,1,0
7654219,Succeeding with Agile: Software Development Using Scrum,Mike Cohn,"Cohn, Mike",,"=""0321660552""","=""9780321660558""",0,4.01,Addison-Wesley Professional,ebook,502,2009,2009,2012/09/22,2012/01/22,,,read,,,,1,0
101255,On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee,"McGee, Harold",,"=""0684800012""","=""9780684800011""",5,4.46,Scribner,Hardcover,896,2004,1984,,2013/01/01,,,read,,,,1,0
13147796,How Much Is Enough? Money and the Good Life,Robert Skidelsky,"Skidelsky, Robert",Edward Skidelsky,"=""1590515072""","=""9781590515075""",4,3.57,Other Press,Hardcover,218,2012,2012,,2013/01/01,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",5,4.23,Harvest Books,Paperback,311,2004,1966,2012/11/24,2012/11/11,,,read,,,,1,0
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",0,3.99,William Morrow,Hardcover,1044,2011,2011,,2011/12/28,,,read,,,,1,0
13587127,Answers for Aristotle: How Science and Philosophy Can Lead Us to A More Meaningful Life,Massimo Pigliucci,"Pigliucci, Massimo",,"=""0465021387""","=""9780465021383""",0,3.78,Basic Books,Hardcover,320,2012,2012,,2012/11/11,to-read,to-read (#10),to-read,,,,0,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",0,4.10,Random House,Hardcover,426,2012,2012,,2012/11/11,to-read,to-read (#9),to-read,,,,0,0
10698526,USA Inc,Mary Meeker,"Meeker, Mary",,"=""""","=""""",4,4.33,,Unknown Binding,,,,,2012/10/07,currently-reading,currently-reading (#3),currently-reading,,,,1,0
15990807,Zuto: The Adventures of a Computer Virus,Udi Aharoni,"Aharoni, Udi",Gil Troitsa,"=""1477683305""","=""9781477683309""",5,4.28,CreateSpace Independent Publishing Platform,Paperback,182,2012,2012,,2012/10/03,,,read,,,,1,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""""","=""""",0,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2012/09/22,to-read,to-read (#8),to-read,,,,0,0
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.93,HarperCollins Perennial,Paperback,927,2004,2003,,2012/09/22,currently-reading,currently-reading (#2),currently-reading,,,,1,0
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",0,3.75,Night Shade Books,Hardcover,359,2009,2009,,2012/04/16,,,read,,,,1,0
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0765348276""","=""9780765348272""",4,4.23,Tor Books,Mass Market Paperback,318,2007,2005,,2012/01/26,,,read,,,,1,0
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,"Friedman, Thomas L.",,"=""0374292795""","=""9780374292799""",2,3.69,"Farrar, Straus and Giroux (NY)",Hardcover,593,2006,2005,,2012/01/29,,,read,,,,1,0
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",4,4.28,Metropolitan Books,Hardcover,558,2007,2007,,2012/01/29,,,read,,,,1,0
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,"=""1594200823""","=""9781594200823""",4,4.19,The Penguin Press,Hardcover,450,2006,2006,,2012/01/29,,,read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2011/12/28,,,read,,,,1,0
3323374,Inspired: How To Create Products Customers Love,Marty Cagan,"Cagan, Marty",,"=""0981690408""","=""9780981690407""",0,4.24,SVPG Press,Hardcover,242,2008,2008,,2012/01/29,to-read,to-read (#7),to-read,,,,0,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",2,3.92,HarperCollins,Paperback,197,1993,1988,,2012/01/21,,,read,,,,1,0
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Grady Booch, Richard Helm, Ralph Johnson, John Vlissides","=""0201633612""","=""9780201633610""",4,4.20,Addison-Wesley Professional,Hardcover,416,1994,1994,,2012/01/29,,,read,,,,1,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",3,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2012/01/29,,,read,,,,1,0
402093,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""""","=""""",4,4.41,Dell,Paperback,1152,2009,1975,,2012/01/29,,,read,,,,1,0
42933,"Tai-Pan (Asian Saga, #2)",James Clavell,"Clavell, James",,"=""""","=""""",4,4.30,Dell,Mass Market Paperback,732,2009,1966,,2012/01/29,,,read,,,,1,0
9827,"King Rat (Asian Saga, #4)",James Clavell,"Clavell, James",,"=""0385333765""","=""9780385333764""",4,4.19,Dell,Paperback,368,2009,1962,,2012/01/29,,,read,,,,1,0
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",4,4.01,Ace Books,Mass Market Paperback,264,1987,1959,,2012/01/28,,,read,,,,1,0
99219,"The Butlerian Jihad (Legends of Dune, #1)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,"=""0765340771""","=""9780765340771""",4,3.99,Tor Books,Mass Market Paperback,695,2018,2002,,2012/01/27,,,read,,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",4,4.34,Scholastic Press,Hardcover,391,2009,2009,,2012/01/21,,,read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",4,4.11,Scholastic Press,Hardcover,390,2010,2010,,2012/01/21,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",4,4.34,Scholastic Press,Hardcover,374,2008,2008,,2012/01/21,,,read,,,,1,0
8606082,Liespotting: Proven Techniques to Detect Deception,Pamela  Meyer,"Meyer, Pamela",,"=""0312601875""","=""9780312601874""",2,3.52,St. Martin's Press,Hardcover,256,2010,2010,2012/01/21,2011/12/31,,,read,,,,1,0
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.34,Bantam,Kindle Edition,1125,2011,2011,,2011/12/28,,,read,,,,1,0
252124,The Man Who Ate Everything,Jeffrey Steingarten,"Steingarten, Jeffrey",,"=""0375702024""","=""9780375702020""",3,3.88,Vintage,Paperback,528,1998,1997,,2011/12/28,,,read,,,,1,0
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,"=""0060899220""","=""9780060899226""",3,4.18,Ecco/Harper Perennial,Paperback,312,2007,2000,,2011/12/28,,,read,,,,1,0
9418327,Bossypants,Tina Fey,"Fey, Tina",,"=""""","=""""",1,3.96,Reagan Arthur Books,ebook,283,2011,2011,,2011/12/28,,,read,,,,1,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,4.02,Anchor Books,Paperback,207,1997,1996,,2011/12/28,to-read,to-read (#6),to-read,,,,0,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",4,4.04,W.W. Norton & Company,Paperback,498,2005,1997,,2011/12/28,,,read,,,,1,0
2429135,The Girl With the Dragon Tattoo (Millennium #1),Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",0,4.17,Viking Canada,Hardcover,480,2008,2005,,2011/12/28,to-read,to-read (#5),to-read,,,,0,0
3972,"Olympos (Ilium, #2)",Dan Simmons,"Simmons, Dan",,"=""0380817934""","=""9780380817931""",4,3.95,Harper Voyager,Mass Market Paperback,891,2006,2005,,2011/12/28,,,read,,,,1,0
3974,The Terror,Dan Simmons,"Simmons, Dan",,"=""0316017442""","=""9780316017442""",5,4.09,"Little, Brown and Company",Hardcover,769,2007,2007,,2011/12/28,,,read,,,,1,0
3973,"Ilium (Ilium, #1)",Dan Simmons,"Simmons, Dan",,"=""0380817926""","=""9780380817924""",5,4.04,HarperTorch,Mass Market Paperback,731,2005,2003,,2011/12/28,,,read,,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",4,4.17,Bantam Books,Mass Market Paperback,1060,2011,2005,,2011/12/28,,,read,,,,1,0
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",4,4.55,Bantam,Mass Market Paperback,1177,2003,2000,,2011/12/28,,,read,,,,1,0
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",4,4.42,Random House Worlds,Paperback,1009,2002,1998,,2011/12/28,,,read,,,,1,0
11542326,Spontaneous Happiness,Andrew Weil,"Weil, Andrew",,"=""0316129445""","=""9780316129442""",4,3.85,"Little, Brown and Company",Hardcover,288,2011,2012,,2011/12/28,,,read,,,,1,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",5,3.69,Plume,Paperback,1168,1999,1957,,2011/12/28,,,read,,,,1,0
851520,Eating Well for Optimum Health,Andrew Weil,"Weil, Andrew",,"=""0060959584""","=""9780060959586""",5,3.92,William Morrow Paperbacks,Paperback,307,2001,2000,,2011/12/28,,,read,,,,1,0
22328,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",3,3.89,Ace Books,Mass Market Paperback,271,1984,1984,,2011/12/28,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.45,Bantam,Mass Market Paperback,835,2005,1996,,2011/12/28,,,read,,,,1,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",5,3.89,Signet Book,Mass Market Paperback,704,1996,1943,,2011/12/28,,,read,,,,1,0
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,"Schwartz, Barry",,"=""0060005696""","=""9780060005696""",4,3.84,Harper Perennial,Paperback,265,2005,2004,,2011/12/28,,,read,,,,1,0
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",3,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,,2011/12/28,,,read,,,,1,0
69242,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,"Heath, Chip",Dan Heath,"=""1400064287""","=""9781400064281""",2,3.99,Random House,Hardcover,291,2007,2006,,2011/12/28,,,read,,,,1,0
6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0060889578""","=""9780060889579""",2,4.00,William Morrow,Hardcover,270,2009,2009,,2011/12/28,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",3,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2011/12/28,,,read,,,,1,0
781182,Barbarians at the Gate: The Fall of RJR Nabisco,Bryan Burrough,"Burrough, Bryan",John Helyar,"=""0060536357""","=""9780060536350""",0,4.28,HarperBus,Paperback,592,2005,1989,,2011/12/28,to-read,to-read (#4),to-read,,,,0,0
866222,Winning,Jack Welch,"Welch, Jack",Suzy Welch,"=""0060753943""","=""9780060753948""",2,3.86,Harper Business,Hardcover,384,2005,2005,,2011/12/28,,,read,,,,1,0
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",,"=""0751532711""","=""9780751532715""",2,4.10,Time Warner Books UK,Paperback,195,2001,1997,,2011/12/28,,,read,,,,1,0
4894,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life...,Spencer Johnson,"Johnson, Spencer",Kenneth H. Blanchard,"=""0091883768""","=""9780091883768""",3,3.87,Vermilion,Hardcover,98,2002,1999,,2011/12/28,,,read,,,,1,0
900892,A Random Walk Down Wall Street,Burton G. Malkiel,"Malkiel, Burton G.",,"=""0393325350""","=""9780393325355""",2,4.14,W. W. Norton & Company,Paperback,464,2003,1973,,2011/12/28,,,read,,,,1,0
2848658,Buyology: Truth and Lies About Why We Buy,Martin Lindstrom,"Lindstrom, Martin",Paco Underhill,"=""0385523882""","=""9780385523882""",0,3.76,Doubleday,Hardcover,241,2008,2008,,2011/12/28,to-read,to-read (#3),to-read,,,,0,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (Incerto),Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",3,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,,2011/12/28,,,read,,,,1,0
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",2,4.16,Free Press,Paperback,372,2004,1989,,2011/12/28,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",3,4.01,Time Warner Book Group,Paperback,301,2002,2002,,2011/12/28,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",4,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2011/12/28,,,read,,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2011/12/28,,,read,,,,1,0
