Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
53597371,Claudia and the New Girl (The Baby-sitters Club Graphic Novel #9) (The Baby-Sitters Club Graphix),Gabriela  Epstein,"Epstein, Gabriela",Ann M. Martin,"=""1338304593""","=""9781338304596""",0,4.18,Graphix,Kindle Edition,177,2021,2021,,2023/07/22,currently-reading,currently-reading (#146),currently-reading,,,,1,0
49184831,"Logan Likes Mary Anne!: A Graphic Novel (The Baby-Sitters Club Graphic Novels, #8)",Gale Galligan,"Galligan, Gale",Ann M. Martin,"=""""","=""""",0,4.36,Graphix,Kindle Edition,176,2020,2020,,2023/07/21,currently-reading,currently-reading (#145),currently-reading,,,,1,0
55340423,"The Case of the Left-Handed Lady (Enola Holmes, #2)",Nancy Springer,"Springer, Nancy",,"=""""","=""""",0,4.00,Puffin Books,Kindle Edition,252,2020,2007,,2023/07/21,currently-reading,currently-reading (#144),currently-reading,,,,1,0
39793041,Make Your Own Scratch Games!,Anna Anthropy,"Anthropy, Anna",,"=""159327937X""","=""9781593279370""",0,3.89,No Starch Press,Kindle Edition,194,2019,,,2023/07/20,currently-reading,currently-reading (#143),currently-reading,,,,1,0
38224938,The Prince and the Dressmaker,Jen Wang,"Wang, Jen",,"=""1250304911""","=""9781250304919""",0,4.34,First Second,Kindle Edition,288,2018,2018,2023/07/20,2023/07/20,,,read,,,,1,0
151908304,"Slow Time Between the Stars (The Far Reaches, #6)",John Scalzi,"Scalzi, John",,"=""1662515332""","=""9781662515330""",4,4.17,Amazon Original Stories,Kindle Edition,28,2023,2023,2023/07/11,2023/07/08,,,read,,,,1,0
56765538,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,"Oseman, Alice",,"=""1338617583""","=""9781338617580""",5,4.59,Graphix,Kindle Edition,384,2022,2021,2023/07/09,2023/07/09,,,read,,,,1,0
59039413,Trust,Hernan Diaz,"Diaz, Hernan",,"=""0593420330""","=""9780593420331""",0,3.81,Riverhead Books,Kindle Edition,415,2022,2022,,2023/07/08,currently-reading,currently-reading (#142),currently-reading,,,,1,0
8519525,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""""","=""""",0,3.70,Knopf,ebook,337,2010,2010,,2023/07/08,currently-reading,currently-reading (#141),currently-reading,,,,1,0
45154551,"The Last Emperox (The Interdependency, #3)",John Scalzi,"Scalzi, John",,"=""0765389177""","=""9780765389176""",5,4.13,Tor Books,Kindle Edition,308,2020,2020,2023/07/08,2023/06/27,,,read,,,,1,0
151908910,"How It Unfolds (The Far Reaches, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1662515723""","=""9781662515729""",4,3.99,Amazon Original Stories,Kindle Edition,38,2023,2023,2023/07/08,2023/07/08,,,read,,,,1,0
37901642,"The Passion Paradox: A Guide to Going All In, Finding Success, and Discovering the Benefits of an Unbalanced Life",Brad Stulberg,"Stulberg, Brad",Steve Magness,"=""1635653436""","=""9781635653434""",0,4.02,Rodale Books,Hardcover,192,2019,2019,,2023/06/29,to-read,to-read (#164),to-read,,,,0,0
34942741,"The Consuming Fire (The Interdependency, #2)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.22,Tor Books,Kindle Edition,304,2018,2018,2023/06/27,2023/04/08,,,read,,,,1,0
54734969,"Burn: New Research Blows the Lid Off How We Really Burn Calories, Lose Weight, and Stay Healthy",Herman Pontzer,"Pontzer, Herman",,"=""0525541527""","=""9780525541523""",0,4.13,Avery,Hardcover,384,2021,2021,,2023/06/19,to-read,to-read (#163),to-read,,,,0,0
29243729,The Hungry Brain: Outsmarting the Instincts That Make Us Overeat,Stephan Guyenet,"Guyenet, Stephan",Shizuka N. Aoki,"=""125008119X""","=""9781250081193""",0,4.04,Flatiron Books,Hardcover,304,2017,2017,2023/06/19,2023/06/19,,,read,,,,1,0
61153739,Outlive: The Science & Art of Longevity,Peter Attia,"Attia, Peter",Bill Gifford,"=""0593236599""","=""9780593236598""",5,4.35,Harmony,Hardcover,496,2023,2023,2023/05/27,2023/04/28,,,read,,,,1,0
33864676,Red Famine: Stalin's War on Ukraine,Anne Applebaum,"Applebaum, Anne",,"=""0771009305""","=""9780771009303""",0,4.39,Signal,Hardcover,496,2017,2017,,2023/04/28,to-read,to-read (#162),to-read,,,,0,0
56382402,System Error: Where Big Tech Went Wrong and How We Can Reboot,Rob Reich,"Reich, Rob","Mehran Sahami, Jeremy M. Weinstein","=""006306488X""","=""9780063064881""",0,3.86,Harper,Hardcover,352,2021,2021,,2023/04/28,to-read,to-read (#161),to-read,,,,0,0
123249503,Impromptu: Amplifying Our Humanity Through AI,Reid Hoffman,"Hoffman, Reid",,"=""""","=""9798987831908""",0,3.80,Dallepedia LLC,Kindle Edition,234,2023,2023,,2023/04/22,currently-reading,currently-reading (#140),currently-reading,,,,1,0
53582820,Zoo Station: The Story of Christiane F.,Christiane V. Felscherinow,"Felscherinow, Christiane V.",Christina Cartwright,"=""1541582187""","=""9781541582187""",0,4.36,Zest Books,Kindle Edition,371,2019,1978,,2023/04/22,currently-reading,currently-reading (#139),currently-reading,,,,1,0
33776764,How to Fight (Mindfulness Essentials),Thich Nhat Hanh,"Hanh, Thich Nhat",Jason DeAntonis,"=""1941529860""","=""9781941529867""",0,4.31,Parallax Press,Paperback,128,2017,,,2023/04/21,to-read,to-read (#160),to-read,,,,0,0
11059339,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich",Helen Zimmern,"=""""","=""""",0,4.03,,Kindle Edition,152,2011,1886,,2014/09/19,currently-reading,currently-reading (#138),currently-reading,,,,1,0
18749286,How to Get Rich: One of the World's Greatest Entrepreneurs Shares His Secrets,Felix Dennis,"Dennis, Felix",,"=""1440632464""","=""9781440632464""",4,4.17,Portfolio,Kindle Edition,321,2008,2006,2023/04/21,2023/03/26,,,read,,,,1,0
30282601,"The Collapsing Empire (The Interdependency, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.12,Tor Books,Kindle Edition,336,2017,2017,2023/04/08,2023/03/16,,,read,,,,1,0
26018245,Humans Need Not Apply: A Guide to Wealth & Work in the Age of Artificial Intelligence,Jerry Kaplan,"Kaplan, Jerry",,"=""0300216416""","=""9780300216417""",0,3.68,Yale University Press,Kindle Edition,254,2015,2015,,2023/03/26,to-read,to-read (#159),to-read,,,,0,0
102146148,What's Our Problem?: A Self-Help Book for Societies,Tim Urban,"Urban, Tim",,"=""""","=""9798987722602""",0,4.26,Wait But Why,Kindle Edition,746,2023,2023,,2023/03/26,to-read,to-read (#158),to-read,,,,0,0
53605067,The Data Detective: Ten Easy Rules to Make Sense of Statistics,Tim Harford,"Harford, Tim",,"=""0593084675""","=""9780593084670""",0,4.12,Riverhead Books,Kindle Edition,334,2021,2020,,2023/03/26,to-read,to-read (#157),to-read,,,,0,0
38821039,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,"=""0735219567""","=""9780735219564""",0,4.21,Portfolio,Hardcover,288,2019,2019,,2023/03/26,currently-reading,currently-reading (#137),currently-reading,,,,1,0
29380,Animal Liberation,Peter Singer,"Singer, Peter",,"=""0060011572""","=""9780060011574""",0,4.30,Ecco Press,Paperback,324,2001,1975,,2023/03/25,currently-reading,currently-reading (#136),currently-reading,,,,1,0
63133613,יש אנשים שמדברים ככה,Yonatan Sagiv,"Sagiv, Yonatan",יונתן שגיב,"=""""","=""""",3,4.16,Keter Books,Unknown Binding,83,2022,,2023/03/15,2023/01/30,,,read,,,,1,0
58375739,Will,Will  Smith,"Smith, Will",Mark Manson,"=""1984877925""","=""9781984877925""",4,4.25,Penguin Press,Hardcover,418,2021,2021,2023/03/15,2023/02/28,,,read,,,,1,0
60911742,Observer,Robert Lanza,"Lanza, Robert",,"=""""","=""""",5,4.05,Fiction Studio Books,Kindle Edition,393,2023,2023,2023/03/14,2023/03/14,,,read,,,,1,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",4,4.36,Harper Business,Hardcover,274,2016,2016,2023/01/01,2023/02/28,,,read,,,,1,0
59088361,Do Hard Things: Why We Get Resilience Wrong and the Surprising Science of Real Toughness,Steve Magness,"Magness, Steve",,"=""006309861X""","=""9780063098619""",4,3.83,HarperOne,Hardcover,320,2022,2022,2023/02/17,2022/12/14,,,read,,,,1,0
52962238,Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,"Dalio, Ray",,"=""1982160276""","=""9781982160272""",0,4.28,Avid Reader Press / Simon & Schuster,Hardcover,576,2021,2021,2023/02/14,2023/01/12,,,read,,,,1,0
59768312,The Lost Metal (The Mistborn Saga #7),Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.48,Tor Books,ebook,513,2022,2022,,2023/01/26,currently-reading,currently-reading (#135),currently-reading,,,,1,0
50687822,Ring Shout,P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250767016""","=""9781250767011""",0,3.97,Tor.com,Kindle Edition,172,2020,2020,,2023/01/26,currently-reading,currently-reading (#134),currently-reading,,,,1,0
36529552,Love and Ruin,Paula McLain,"McLain, Paula",,"=""""","=""""",0,3.86,Ballantine Books,ebook,389,2018,2018,,2023/01/19,currently-reading,currently-reading (#133),currently-reading,,,,1,0
42100008,The Test,Sylvain Neuvel,"Neuvel, Sylvain",,"=""1250312825""","=""9781250312822""",3,3.83,Tom Doherty Associates ,Kindle Edition,112,2019,2019,2023/01/19,2023/01/16,,,read,,,,1,0
34742929,Ball Lightning,Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",0,3.79,Tor Books,Kindle Edition,352,2017,2004,,2023/01/16,currently-reading,currently-reading (#132),currently-reading,,,,1,0
49973863,"The Solar War (The Long Winter, #2)",A.G. Riddle,"Riddle, A.G.","Edoardo Ballerini, Amanda Leigh Cobb","=""1940026237""","=""9781940026237""",4,4.26,Legion,Kindle Edition,470,2019,2019,2023/01/16,2023/01/08,,,read,,,,1,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172002""","=""9781982172008""",0,4.42,Scribner,Hardcover,464,2022,2022,2023/01/12,2023/01/03,,,read,,,,1,0
51106419,Atmosphæra Incognita,Neal Stephenson,"Stephenson, Neal",,"=""1596069260""","=""9781596069268""",0,3.88,Subterranean Press,Kindle Edition,104,2019,2019,2023/01/08,2023/01/07,,,read,,,,1,0
50748232,The Innovation Stack: Building an Unbeatable Business One Crazy Idea at a Time,Jim McKelvey,"McKelvey, Jim",,"=""0593086732""","=""9780593086735""",0,4.22,Portfolio,Hardcover,288,2020,,,2023/01/08,to-read,to-read (#156),to-read,,,,0,0
61085098,עושים פוליטיקה,דפנה ליאל,"ליאל, דפנה",,"=""""","=""""",0,3.81, ידיעות ספרים,Unknown Binding,300,2022,,,2023/01/07,currently-reading,currently-reading (#131),currently-reading,,,,1,0
44300042,Radical Candor: Be a Kick-Ass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""""","=""""",0,4.06,St. Martin's Press,ebook,272,2019,2017,,2023/01/07,currently-reading,currently-reading (#130),currently-reading,,,,1,0
48727813,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""1250621798""","=""9781250621795""",4,3.85,Tor Books,Kindle Edition,416,2021,2021,2023/01/07,2020/12/08,,,read,,,,1,0
55513377,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,"=""1982115874""","=""9781982115876""",0,4.28,Simon & Schuster,Kindle Edition,552,2021,2021,,2022/12/25,currently-reading,currently-reading (#130),currently-reading,,,,1,0
59439117,Upgrade,Blake Crouch,"Crouch, Blake",,"=""0593157516""","=""9780593157510""",4,3.81,Ballantine Books,Kindle Edition,352,2022,2022,2022/12/25,2022/12/15,,,read,,,,1,0
32768285,Forever on: A Novel of Silicon Valley,Rob  Reid,"Reid, Rob",,"=""""","=""""",0,3.82,Del Rey Books,,576,,2017,,2022/12/15,to-read,to-read (#155),to-read,,,,0,0
55628986,Unwinding Anxiety,Judson Brewer,"Brewer, Judson",,"=""0593330447""","=""9780593330449""",0,3.90,Avery,Hardcover,287,2021,2020,,2022/12/15,to-read,to-read (#154),to-read,,,,0,0
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,"=""1591842808""","=""9781591842804""",0,4.10,Portfolio,Hardcover,256,2009,2009,,2022/12/15,to-read,to-read (#153),to-read,,,,0,0
60006489,"Mickey7 (Mickey7, #1)",Edward Ashton,"Ashton, Edward",,"=""""","=""""",4,3.78,St. Martin's Press,Kindle Edition,288,2022,2022,2022/12/14,2022/11/30,,,read,,,,1,0
55723020,Dopamine Nation: Finding Balance in the Age of Indulgence,Anna Lembke,"Lembke, Anna",,"=""1524746738""","=""9781524746735""",4,3.90,Dutton Books,ebook,304,2021,2021,2022/12/14,2022/12/05,,,read,,,,1,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",0,4.06,Knopf,Hardcover,259,2022,2022,,2022/12/12,to-read,to-read (#152),to-read,,,,0,0
48928140,The Great CEO Within: The Tactical Guide to Company Building,Matt Mochary,"Mochary, Matt","Alex MacCaw, Misha Talavera","=""""","=""""",0,4.35,,Kindle Edition,240,2019,,,2022/12/10,to-read,to-read (#151),to-read,,,,0,0
22716448,The Real Doctor Will See You Shortly: A Physician's First Year,Matt   McCarthy,"McCarthy, Matt",,"=""0804138656""","=""9780804138659""",3,4.12,Crown,Hardcover,336,2015,2015,2022/12/05,2022/10/18,,,read,,,,1,0
20603758,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""""","=""""",3,4.23,Ballantine Books,Kindle Edition,386,2011,2011,2016/09/24,2016/09/24,,,read,,,,1,0
10943812,A Long Walk to Water: Based on a True Story,Linda Sue Park,"Park, Linda Sue",,"=""0547532849""","=""9780547532844""",5,4.25,Houghton Mifflin Harcourt,Kindle Edition,133,2010,2010,2022/11/25,2022/11/21,,,read,,,,1,0
22449929,"Apex (Nexus, #3)",Ramez Naam,"Naam, Ramez",Steven Meyer-Rassow,"=""""","=""""",0,4.17,Angry Robot,Kindle Edition,608,2015,2015,2022/11/14,2022/11/14,,,read,,,,1,0
24968626,"Crux (Nexus, #2)",Ramez Naam,"Naam, Ramez",,"=""1942948018""","=""9781942948018""",0,4.14,,Kindle Edition,464,2015,2013,2022/11/14,2022/10/15,,,read,,,,1,0
24968342,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",,"=""194294800X""","=""9781942948001""",4,4.04,Angry Robot,Kindle Edition,404,2019,2012,2022/10/15,2022/09/30,,,read,,,,1,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,4.10,Dial Press,Paperback,275,1999,1969,2022/01/01,2022/10/11,,,read,,,,1,0
4395,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""""","=""""",0,4.02,Penguin Books,Paperback,455,2002,1939,2022/01/01,2022/10/11,,,read,,,,1,0
6828896,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,"Hsieh, Tony",,"=""0446563048""","=""9780446563048""",0,4.04,Grand Central Publishing,Hardcover,246,2010,2000,,2022/10/11,to-read,to-read (#150),to-read,,,,0,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",0,4.13,Random House,Hardcover,375,2012,2012,2022/01/01,2022/10/11,,,read,,,,1,0
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers―Straight Talk on the Challenges of Entrepreneurship,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",0,4.21,Harper Business,Hardcover,304,2014,2014,2022/10/11,2014/03/05,,,read,,,,1,0
52283963,The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Rob  Fitzpatrick,"Fitzpatrick, Rob",,"=""""","=""""",0,4.37,Robfitz Ltd,Kindle Edition,138,2019,2013,,2022/10/11,currently-reading,currently-reading (#129),currently-reading,,,,1,0
49624801,"Entrepreneurial Leadership: The Art of Launching New Ventures, Inspiring Others, and Running Stuff",Joel Peterson,"Peterson, Joel",,"=""179973143X""","=""9781799731436""",0,4.20,HarperCollins Leadership on Brilliance Audio,Audio CD,0,2020,2020,,2022/10/11,currently-reading,currently-reading (#128),currently-reading,,,,1,0
35747076,Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""1942788339""","=""9781942788331""",5,4.06,IT Revolution,Paperback,288,2018,,2022/10/11,2022/04/12,,,read,,,,1,0
16158498,Give and Take: A Revolutionary Approach to Success,Adam M. Grant,"Grant, Adam M.",,"=""0670026557""","=""9780670026555""",0,4.07,Viking,Hardcover,320,2013,2013,,2022/10/11,currently-reading,currently-reading (#127),currently-reading,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",0,4.15,Simon & Schuster,Hardcover,630,2011,2011,2022/01/01,2022/10/05,,,read,,,,1,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,"=""1544512260""","=""""",3,4.30,Lioncrest Publishing,Kindle Edition,366,2018,2018,2022/01/01,2022/10/05,,,read,,,,1,0
27064401,"Play Bigger: How Pirates, Dreamers, and Innovators Create and Dominate Markets",Al Ramadan,"Ramadan, Al","Dave Peterson, Christopher Lochhead, Kevin Maney","=""0062407619""","=""9780062407610""",5,3.86,Harper Business,Hardcover,272,2016,2016,2022/01/01,2022/10/05,,,read,,,,1,0
44144248,Lost and Found,Orson Scott Card,"Card, Orson Scott",,"=""1982613416""","=""9781982613419""",0,4.05,Blackstone Publishers,Hardcover,281,2019,2019,,2022/09/27,currently-reading,currently-reading (#126),currently-reading,,,,1,0
40864002,"A Psalm for the Wild-Built (Monk & Robot, #1)",Becky  Chambers,"Chambers, Becky",,"=""""","=""""",4,4.24,Tordotcom,ebook,151,2021,2021,2022/09/26,2022/09/18,,,read,,,,1,0
52504334,"A Master of Djinn (Dead Djinn Universe, #1)",P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250267676""","=""9781250267672""",4,4.01,Tordotcom,Kindle Edition,438,2021,2021,2022/09/18,2022/07/30,,,read,,,,1,0
54618961,"The Unbroken (Magic of the Lost, #1)",C.L. Clark,"Clark, C.L.",,"=""0316542679""","=""9780316542678""",4,3.82,Orbit,Kindle Edition,528,2021,2021,2022/07/30,2022/06/12,,,read,,,,1,0
45154547,"A Desolation Called Peace (Teixcalaan, #2)",Arkady Martine,"Martine, Arkady",,"=""125018648X""","=""9781250186485""",0,4.31,Tor Books,Kindle Edition,496,2021,2021,,2022/07/27,to-read,to-read (#149),to-read,,,,0,0
29351120,Chasing Perfection: A Behind-the-Scenes Look at the High-Stakes Game of Creating an NBA Champion,Andy Glockner,"Glockner, Andy",,"=""""","=""""",0,3.51,Grand Central Publishing,Kindle Edition,282,2016,2016,,2016/11/30,currently-reading,currently-reading (#51),currently-reading,,,,1,0
18626818,2312,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""""","=""""",5,3.52,Orbit,Kindle Edition,575,2012,2012,,2014/09/19,,,read,,,,1,0
60692492,כסף כחול לבן : הכלכלה הישראלית בין הצלחה להחמצה,Ori Katz,"Katz, Ori",אורי כץ,"=""9655744000""","=""9789655744002""",0,4.78,כנרת זמורה דביר,Paperback,373,2022,,,2022/05/21,currently-reading,currently-reading (#125),currently-reading,,,,1,0
11830394,2312,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316098124""","=""9780316098120""",0,3.52,Orbit,Hardcover,561,2012,2012,,2022/05/11,currently-reading,currently-reading (#124),currently-reading,,,,1,0
15824358,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,"Watkins, Michael D.",,"=""1422188612""","=""9781422188613""",5,3.85,Harvard Business Review Press,Hardcover,304,2013,2003,2022/04/13,2022/04/12,,,read,,,,1,0
12975375,The Advantage: Why Organizational Health Trumps Everything Else In Business,Patrick Lencioni,"Lencioni, Patrick",,"=""0470941529""","=""9780470941522""",0,4.14,Jossey-Bass,Hardcover,216,2012,2012,,2022/04/12,currently-reading,currently-reading (#123),currently-reading,,,,1,0
9863276,Among Others,Jo Walton,"Walton, Jo",,"=""""","=""""",0,3.71,Tor,Kindle Edition,302,2012,2011,,2022/03/07,currently-reading,currently-reading (#122),currently-reading,,,,1,0
8129772,The Omnivore's Dilemma: The Secrets Behind What You Eat,Richie Chevat,"Chevat, Richie",Michael Pollan,"=""""","=""""",0,4.03,,Kindle Edition,353,,2015,,2022/03/07,currently-reading,currently-reading (#121),currently-reading,,,,1,0
25515725,Barbarian Days: A Surfing Life,William Finnegan,"Finnegan, William",,"=""0698163745""","=""9780698163744""",0,4.27,Penguin Group (USA) LLC,Kindle Edition,466,2015,2015,,2022/03/05,currently-reading,currently-reading (#120),currently-reading,,,,1,0
57886475,Wakers (The Side Step Trilogy Book 1),Orson Scott Card,"Card, Orson Scott",,"=""""","=""""",3,3.55,Margaret K. McElderry Books,Kindle Edition,397,2022,2022,2022/03/05,2022/02/26,,,read,,,,1,0
54110601,"Gazoz: The Art of Making Magical, Seasonal Sparkling Drinks",Benny Briga,"Briga, Benny",Adeena Sussman,"=""157965875X""","=""9781579658755""",4,4.00,Artisan,Hardcover,224,2021,,2022/02/28,2022/03/01,,,read,,,,2,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.67,Tor Books,Hardcover,1007,2010,2010,2022/02/28,2021/04/02,,,read,,,,1,0
54785515,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""0374159122""","=""9780374159122""",4,4.20,"Farrar, Straus and Giroux",Hardcover,271,2021,2021,2022/01/25,2022/01/25,,,read,,,,1,0
40027060,The Hive Queen (Wings of Fire #12),Tui T. Sutherland,"Sutherland, Tui T.",,"=""1338214500""","=""9781338214505""",0,4.46,Scholastic Press,Kindle Edition,237,2018,2018,,2022/01/08,currently-reading,currently-reading (#119),currently-reading,,,,1,0
24234890,The Forgotten Sisters (Princess Academy #3),Shannon Hale,"Hale, Shannon",,"=""1619634864""","=""9781619634862""",0,4.18,Bloomsbury Children's Books,Kindle Edition,335,2015,2015,2021/12/31,2021/12/31,,,read,,,,1,0
15993501,Palace of Stone (Princess Academy #2),Shannon Hale,"Hale, Shannon",,"=""""","=""""",0,4.01,Bloomsbury Children's Books,Kindle Edition,337,2012,2012,2021/12/31,2021/10/16,,,read,,,,1,0
58319108,Duplex (Micropowers #2),Orson Scott Card,"Card, Orson Scott",,"=""""","=""""",3,3.86,Amazon Digital Services,Kindle Edition,305,2021,2021,2021/12/23,2021/12/22,,,read,,,,1,0
56962799,The Cold Start Problem: How to Start and Scale Network Effects,Andrew Chen,"Chen, Andrew",,"=""0062969757""","=""9780062969750""",0,4.19,Harper Business,Kindle Edition,395,2021,,,2021/12/22,currently-reading,currently-reading (#118),currently-reading,,,,1,0
35965482,"Middlegame (Alchemical Journeys, #1)",Seanan McGuire,"McGuire, Seanan",,"=""1250195519""","=""9781250195517""",0,4.01,Tor.com Publishing,Kindle Edition,492,2019,2019,,2021/12/22,currently-reading,currently-reading (#117),currently-reading,,,,1,0
57357418,Termination Shock,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,3.84,William Morrow,Kindle Edition,716,2021,2021,2021/12/22,2021/11/16,,,read,,,,1,0
52300107,Caffeine: How Caffeine Created the Modern World,Michael Pollan,"Pollan, Michael",,"=""""","=""""",3,3.72,Audible Original,Audible Audio,2,2020,2020,2021/12/15,2021/12/15,,,read,,,,1,0
56883977,Friends: Understanding the Power of our Most Important Relationships,Robin I.M. Dunbar,"Dunbar, Robin I.M.",,"=""1408711745""","=""9781408711743""",5,3.64,Little Brown,Paperback,432,2021,,2021/12/07,2021/12/07,,,read,,,,1,0
60509,Technological Revolutions and Financial Capital: The Dynamics of Bubbles and Golden Ages,Carlota Pérez,"Pérez, Carlota",,"=""1843763311""","=""9781843763314""",5,4.32,Edward Elgar Publishing,Paperback,224,2003,2002,2021/12/07,2015/09/02,,,read,,,,1,0
54860444,Wanting: The Power of Mimetic Desire in Everyday Life,Luke Burgis,"Burgis, Luke",,"=""1250262488""","=""9781250262486""",5,3.80,St. Martin's Press,Hardcover,304,2021,2021,2021/12/01,2021/12/01,,,read,,,,2,0
53402132,Liftoff: Elon Musk and the Desperate Early Days That Launched SpaceX,Eric  Berger,"Berger, Eric",,"=""0062979973""","=""9780062979971""",4,4.47,William Morrow,Hardcover,288,2021,2021,2021/12/01,2021/12/01,,,read,,,,2,0
20335404,"The Brightest Night (Wings of Fire, #5)",Tui T. Sutherland,"Sutherland, Tui T.",,"=""0545634032""","=""9780545634038""",0,4.54,Scholastic Press,Kindle Edition,244,2014,2014,,2021/10/25,currently-reading,currently-reading (#116),currently-reading,,,,1,0
25372807,All the Birds in the Sky,Charlie Jane Anders,"Anders, Charlie Jane",,"=""1466871121""","=""9781466871120""",4,3.59,Tor Books,Kindle Edition,317,2016,2016,2021/10/23,2021/09/25,,,read,,,,1,0
8497276,Princess Academy (Princess Academy #1),Shannon Hale,"Hale, Shannon",,"=""1599904101""","=""9781599904108""",0,4.04,Bloomsbury Children's Books,Kindle Edition,335,2012,2005,2021/10/11,2021/09/07,,,read,,,,1,0
58664972,After the EMP (Neighborhood Watch #1),E.E. Isherwood,"Isherwood, E.E.",,"=""""","=""""",3,4.43,Iserhwood Media,Kindle Edition,253,2021,,2021/09/29,2021/09/21,,,read,,,,1,0
49534036,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1501160850""","=""9781501160851""",0,4.17,Atria Books,Kindle Edition,346,2020,2019,,2021/09/20,currently-reading,currently-reading (#115),currently-reading,,,,1,0
55306323,"The Cult of We: WeWork, Adam Neumann, and the Great Startup Delusion",Eliot Brown,"Brown, Eliot",Maureen Farrell,"=""0593237129""","=""9780593237120""",4,4.27,Crown,Kindle Edition,430,2021,2021,2021/09/20,2021/09/05,,,read,,,,1,0
43401925,A Song for a New Day,Sarah Pinsker,"Pinsker, Sarah",,"=""1984802593""","=""9781984802590""",4,3.96,Penguin Publishing Group,Kindle Edition,384,2019,2019,2021/09/05,2021/09/05,,,read,,,,1,0
56883591,Billy Summers,Stephen        King,"King, Stephen",,"=""1982173637""","=""9781982173630""",0,4.19,Scribner ,Kindle Edition,528,2021,2021,,2021/09/05,currently-reading,currently-reading (#114),currently-reading,,,,1,0
56883526,The Premonition: A Pandemic Story,Michael   Lewis,"Lewis, Michael",,"=""0393881563""","=""9780393881561""",4,4.33,W. W. Norton & Company,Kindle Edition,304,2021,2021,2021/08/30,2021/06/15,,,read,,,,1,0
52275335,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,"=""0241448301""","=""9780241448304""",5,4.12,Allen Lane,Hardcover,272,2021,2021,2021/08/18,2021/08/22,,,read,,,,1,0
52680842,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.47,Tor.com,Kindle Edition,346,2020,2020,2021/08/22,2021/08/03,,,read,,,,1,0
